TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
FRIO3;66,65;;-15,04;-2,92;0,15;16,15;5,75;-1,01;2,64;10,00;7,36;;0,15;12,50;-0,54;1,02;-19,40;-0,98;6,92;-0,05;1,01;0,97;7,27;;22.249,43;-22,84;-4,43;0,18;273.715.154,10
FRTA3;5,98;;-20,67;-0,19;0,35;32,92;9,48;-3,58;7,81;47,79;39,98;;0,74;-0,16;-0,43;0,07;-0,90;-1,71;-35,08;-1,89;2,89;0,48;-19,35;;81.338,58;-32,00;-0,29;0,14;12.218.955,70
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;7,08;;23,09;1,13;0,97;100,00;96,43;90,86;21,76;18,82;-2,91;-0,15;20,98;7,79;-1,33;1,87;4,90;4,20;4,48;0,86;0,14;0,05;;;1.977.522,21;6,25;0,31;;722.507.522,56
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;-38,45;5.159.958,21;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;38,00;9,21;7,05;1,87;0,88;94,85;93,49;39,52;2,98;3,83;0,98;0,61;2,79;-9,27;-1,00;0,55;26,47;12,47;29,14;0,47;0,53;0,32;3,60;30,90;9.245,82;20,36;5,39;0,09;3.431.075.949,00
GEPA4;35,50;9,86;6,59;1,74;0,82;94,85;93,49;39,52;2,78;3,83;0,98;0,61;2,60;-8,66;-0,93;0,55;26,47;12,47;29,14;0,47;0,53;0,32;3,60;30,90;85.765,68;20,36;5,39;0,08;3.431.075.949,00
GFSA3;3,10;;-669,01;0,59;0,24;21,84;7,38;-0,12;11,26;19,90;8,89;0,47;0,83;0,81;-0,75;1,75;-0,09;-0,04;2,45;0,40;0,60;0,29;-9,34;;19.500.702,42;5,27;0,00;11,00;925.563.736,11
GGBR3;23,91;5,68;5,02;1,15;0,62;22,13;21,31;13,38;3,15;4,37;0,78;0,28;0,67;2,37;-1,07;2,58;22,84;12,26;18,49;0,54;0,46;0,92;0,11;;2.492.196,76;20,88;4,77;0,01;47.042.058.434,76
GGBR4;29,01;4,68;6,09;1,39;0,75;22,13;21,31;13,38;3,82;4,37;0,78;0,28;0,81;2,88;-1,29;2,58;22,84;12,26;18,49;0,54;0,46;0,92;0,11;;382.235.653,03;20,88;4,77;0,01;47.042.058.434,76
GGPS3;18,22;;104,20;6,05;2,35;16,73;8,28;2,17;27,37;27,11;-0,18;-0,04;2,27;7,33;-5,21;2,40;5,80;2,25;10,10;0,39;0,61;1,04;;;26.938.599,42;3,01;0,17;;12.141.657.470,10
GMAT3;6,95;;19,82;2,56;1,75;23,36;6,17;5,39;17,31;16,84;-0,49;-0,07;1,07;3,35;-5,80;3,99;12,94;8,85;12,11;0,68;0,31;1,64;;;34.972.045,48;2,71;0,35;0,30;15.443.329.092,21
GNDI3;79,74;0,36;176,92;6,79;2,80;21,77;6,24;2,38;67,51;69,43;2,08;0,21;4,21;63,90;-3,66;1,23;3,84;1,58;4,30;0,41;0,59;0,66;29,03;66,02;254.484.246,33;11,70;0,45;-3,21;48.647.194.981,89
GOAU3;11,49;6,36;4,83;0,93;0,18;22,13;21,28;4,22;0,96;1,71;0,66;0,65;0,20;0,66;-0,32;2,72;19,37;3,77;17,91;0,19;0,45;0,90;0,11;;864.414,36;12,27;2,38;0,01;13.698.223.050,99
GOAU4;13,10;5,56;5,52;1,07;0,21;22,13;21,28;4,22;1,09;1,71;0,66;0,65;0,23;0,75;-0,37;2,72;19,37;3,77;17,91;0,19;0,45;0,90;0,11;;125.981.419,58;12,27;2,38;0,01;13.698.223.050,99
GOLL4;17,19;;-15,19;-3,46;4,71;0,21;-44,17;-65,70;-22,59;-6,75;-3,94;;9,98;-6,86;-6,06;0,24;-22,79;-31,02;45,42;-1,36;2,36;0,47;-8,21;;116.697.694,03;-4,95;-1,13;1,08;6.774.658.488,90
GPAR3;40,02;1,27;19,94;2,08;1,50;84,58;123,95;65,01;10,46;10,46;;;12,96;35,12;-1,64;2,02;10,44;7,54;;0,72;0,28;0,12;40,68;;5.408,00;19,23;2,01;0,36;3.118.695.848,64
GPIV33;5,68;;2,01;0,27;0,12;100,00;78,94;36,20;0,92;-1,16;-2,08;-0,61;0,73;0,43;-0,17;7,82;13,44;5,89;15,30;0,44;0,19;0,16;;;938.023,76;21,06;2,83;-0,01;431.592.378,36
GRAO3;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;0,00;;0,00
GRND3;10,95;6,01;17,05;2,54;2,35;45,16;19,15;24,78;22,06;18,92;-3,04;-0,35;4,22;3,94;-6,77;11,61;14,91;13,78;9,77;0,92;0,08;0,56;-2,95;-5,56;30.617.050,82;4,33;0,65;0,28;9.716.263.200,00
GSHP3;38,80;;-4,58;-0,15;0,05;68,01;50,73;-15,90;1,43;32,98;31,55;;0,73;-0,58;-0,05;0,55;-3,29;-1,00;3,19;-0,30;1,30;0,06;-18,98;;37.310,35;-257,94;-8,48;0,05;74.836.237,20
GUAR3;15,35;2,84;29,72;1,54;0,59;47,08;5,82;3,88;19,81;23,69;3,92;0,31;1,15;2,30;-1,46;1,76;5,19;1,99;3,99;0,38;0,62;0,51;2,55;;12.776.998,15;9,94;0,52;0,53;7.702.656.000,00
HAGA3;3,40;;4,14;-0,60;0,65;31,58;26,28;22,42;3,53;2,53;-0,19;;0,93;1,70;-3,80;1,85;-14,48;15,64;-29,65;-1,08;2,08;0,70;0,12;12,13;100.919,70;-5,68;0,82;0,02;30.940.000,36
HAGA4;2,26;;2,75;-0,40;0,43;31,58;26,28;22,42;2,34;2,53;-0,19;;0,62;1,13;-2,52;1,85;-14,48;15,64;-29,65;-1,08;2,08;0,70;0,12;12,13;410.979,73;-5,68;0,82;0,02;30.940.000,36
HAPV3;14,52;0,52;93,70;5,23;3,22;34,06;9,19;6,52;66,45;65,88;-0,48;-0,04;6,11;50,90;-4,11;1,41;5,58;3,44;5,36;0,62;0,38;0,53;28,32;20,33;156.223.340,94;2,77;0,15;-3,00;55.708.480.299,10
HBOR3;6,84;0,69;9,23;0,69;0,21;23,33;13,25;9,51;6,63;13,07;6,48;0,68;0,88;0,45;-0,71;3,09;7,52;2,33;3,65;0,31;0,58;0,24;-5,72;-2,10;12.777.266,48;9,85;0,74;-0,04;896.802.182,40
HBRE3;13,45;;-30,46;0,78;0,41;83,39;97,01;-59,66;18,73;23,96;5,22;0,22;18,17;3,93;-0,50;2,25;-2,56;-1,34;1,26;0,52;0,39;0,02;;;1.044.578,55;17,18;-0,44;0,24;1.429.167.386,85
HBSA3;4,26;;-57,20;2,18;0,55;36,39;22,20;-3,80;9,80;20,69;10,97;2,44;2,18;6,25;-0,66;2,02;-3,81;-0,96;4,81;0,25;0,75;0,25;49,43;;23.126.524,24;1,95;-0,07;1,05;3.208.814.753,46
HBTS5;57,01;0,28;5,75;1,36;0,38;62,09;45,06;39,08;4,99;5,00;0,01;0,00;2,25;-2,81;-0,44;0,51;23,72;6,56;21,50;0,28;0,72;0,17;7,42;-25,49;43.873,61;41,81;9,92;-0,02;520.711.495,87
HETA3;120,00;;-0,35;-0,11;5,55;100,00;-8.738,80;-8.859,01;-0,36;-2,04;-1,89;;31,16;-0,88;-5,66;0,00;-31,24;-1.578,44;73,88;-50,52;51,52;0,18;-2,24;;158.694,25;-1.091,97;-341,16;0,00;24.965.113,05
HETA4;14,00;;-0,04;-0,01;0,58;100,00;-8.738,80;-8.859,01;-0,04;-2,04;-1,89;;3,27;-0,09;-0,59;0,00;-31,24;-1.578,44;73,88;-50,52;51,52;0,18;-2,24;;98.432,26;-1.091,97;-341,16;0,00;24.965.113,05
HGTX3;37,98;0,86;25,90;3,88;2,73;41,23;2,63;18,01;177,63;176,45;-0,24;-0,01;4,67;7,54;-6,38;2,73;14,96;10,55;-4,64;0,70;0,30;0,59;-7,54;4,05;63.439.807,58;9,78;1,46;-3,15;6.070.642.546,95
HOOT3;0,00;;0,00;0,00;0,00;61,30;-137,86;-174,40;0,00;-0,66;0,05;;0,00;0,00;0,00;0,04;-9,99;-10,12;7,89;-1,01;2,07;0,06;-24,22;;;-25,46;-2,54;0,00;24.788.711,16
HOOT4;3,28;;-1,29;-0,13;0,13;61,30;-137,86;-174,40;-1,63;-0,66;0,05;;2,25;-0,10;-0,14;0,04;-9,99;-10,12;7,89;-1,01;2,07;0,06;-24,22;;108.933,36;-25,46;-2,54;0,02;24.788.711,16
HYPE3;34,63;3,50;15,17;2,27;1,17;63,99;32,08;29,31;13,86;16,77;2,89;0,47;4,45;8,03;-1,69;1,93;14,98;7,74;9,26;0,52;0,48;0,26;6,70;18,26;104.825.536,30;15,14;2,27;0,58;21.612.318.480,76
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;289.164,47;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;89.696,16;2,31;-2,18;0,00;224.007.574,38
IFCM3;16,23;;-180,32;4,27;2,90;47,25;-2,63;-8,37;-574,20;-477,41;96,44;-0,72;15,09;5,64;-10,08;3,61;-2,37;-1,61;-0,68;0,68;0,32;0,19;;;15.099.536,36;3,79;-0,09;;3.906.865.108,80
IGBR3;4,69;;-0,69;-0,06;0,73;88,51;-877,03;-1.618,28;-1,27;-12,53;-11,26;;11,17;-0,06;-0,89;0,01;-8,58;-106,42;10,00;-12,40;13,40;0,07;-9,35;;712.993,82;-79,05;-6,78;-0,02;57.522.843,60
IGSN3;0,00;;0,00;0,00;0,00;37,56;16,87;1,15;0,00;5,97;5,97;0,60;0,00;0,00;0,00;3,86;0,68;0,27;4,15;0,39;0,60;0,24;10,03;;;3,27;0,02;0,00;0,00
IGTA3;35,66;0,80;13,61;1,82;0,89;54,56;50,32;66,37;17,94;23,23;5,34;0,54;9,03;6,06;-1,16;2,87;13,38;6,58;2,23;0,49;0,51;0,10;1,21;0,88;66.132.734,39;19,56;2,62;0,17;6.289.138.292,58
INEP3;2,30;;-1,00;-0,15;0,26;-29,09;-7.532,48;-11.248,91;-1,49;-4,60;-3,09;;111,95;-0,19;-0,35;0,17;-14,79;-25,85;15,41;-1,75;2,75;0,00;-55,72;;2.420.030,88;-15,63;-2,31;0,03;378.872.407,60
INEP4;2,36;;-1,03;-0,15;0,27;-29,09;-7.532,48;-11.248,91;-1,54;-4,60;-3,09;;116,33;-0,20;-0,36;0,17;-14,79;-25,85;15,41;-1,75;2,75;0,00;-55,72;;3.662.715,52;-15,63;-2,31;0,03;378.872.407,60
INNT3;0,00;;0,00;0,00;0,00;19,98;0,14;-6,12;0,00;340,86;340,86;3,10;0,00;0,00;0,00;1,37;-39,07;-2,55;-2,34;0,07;0,93;0,42;37,50;;;0,62;-0,24;0,00;0,00
INTB3;25,10;0,66;17,23;4,52;2,78;30,04;16,18;17,44;18,57;17,44;-1,14;-0,28;3,00;5,04;-15,27;3,08;26,23;16,15;18,43;0,62;0,38;0,93;;;45.621.099,42;5,54;1,45;0,07;8.229.591.083,20
IRBR3;5,23;;-6,59;1,57;0,30;-10,12;-15,34;-11,83;-5,09;-5,08;;;0,78;-3,68;-0,87;0,89;-23,89;-4,54;;0,19;0,81;0,38;17,75;;117.641.023,03;3,32;-0,79;0,00;6.656.424.243,00
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;11,31;2,78;8,52;1,56;1,20;34,02;167,26;150,62;7,67;7,74;0,13;0,03;12,83;16,96;-1,38;2,16;18,27;14,09;16,23;0,77;0,18;0,09;3,78;-3,97;1.342.986,24;7,27;1,33;0,14;95.136.664.793,50
ITSA4;11,23;2,80;8,45;1,54;1,19;34,02;167,26;150,62;7,61;7,74;0,13;0,03;12,73;16,82;-1,37;2,16;18,27;14,09;16,23;0,77;0,18;0,09;3,78;-3,97;280.951.463,73;7,27;1,33;0,14;95.136.664.793,50
ITUB3;27,65;2,54;9,72;1,89;0,14;69,90;22,63;15,24;6,55;6,88;;;1,48;;-0,14;;19,39;1,42;;0,07;0,92;0,09;6,04;-10,45;22.678.046,64;14,62;2,84;0,21;285.970.082.118,03
ITUB4;30,42;2,30;10,73;2,08;0,15;69,90;22,63;15,24;7,23;6,88;;;1,64;;-0,16;;19,39;1,42;;0,07;0,92;0,09;6,04;-10,45;975.799.968,09;14,62;2,84;0,23;285.970.082.118,03
JALL3;8,61;1,62;7,64;2,23;0,73;56,30;48,52;19,36;3,05;3,91;0,85;0,62;1,48;2,33;-1,50;2,58;29,15;9,57;22,85;0,33;0,67;0,49;;;8.280.929,45;3,85;1,12;0,02;2.513.766.186,23
JBDU3;5,79;;-3,67;0,47;0,15;;;;-3,71;-4,34;-0,82;0,10;;-1,20;-0,15;0,00;-12,88;-4,04;-11,54;0,31;0,69;0,00;;;669.067,48;11,90;-1,53;-0,01;27.555.199,44
JBDU4;5,16;;-3,39;0,44;0,14;;;;-3,43;-4,34;-0,82;0,10;;-1,11;-0,14;0,00;-12,88;-4,04;-11,54;0,31;0,69;0,00;;;1.999.265,85;11,90;-1,53;-0,01;27.555.199,44
JBSS3;30,27;6,67;5,60;1,81;0,44;16,61;7,10;4,42;3,49;5,91;2,43;1,26;0,25;3,43;-0,73;1,48;32,41;7,88;13,59;0,24;0,74;1,78;10,65;-1,92;341.778.263,03;16,69;5,41;0,00;75.334.073.100,00
JFEN3;1,95;;-1,39;-0,50;0,16;268,81;6.496,46;5.724,19;-1,22;-4,60;-3,37;;;-1,77;-1,05;0,90;-36,44;-11,74;-280,83;-0,32;1,41;0,00;-44,72;;1.289.345,39;-3,88;-1,41;0,02;203.043.362,95
JHSF3;6,61;5,39;5,55;1,06;0,56;72,96;69,99;58,88;4,67;5,28;0,64;0,15;3,27;2,63;-0,82;3,14;19,19;10,18;13,96;0,53;0,46;0,17;13,16;42,24;34.605.220,82;6,21;1,19;0,04;4.604.565.408,63
JOPA3;32,60;2,63;13,97;0,65;0,17;22,91;5,22;1,40;3,75;8,32;4,55;0,78;0,20;0,48;-0,51;2,05;4,62;1,19;3,04;0,26;0,66;0,85;8,16;5,14;20.507,78;50,48;2,33;-1,56;346.746.613,48
JOPA4;46,01;2,05;19,71;0,91;0,23;22,91;5,22;1,40;5,30;8,32;4,55;0,78;0,28;0,68;-0,72;2,05;4,62;1,19;3,04;0,26;0,66;0,85;8,16;5,14;54.077,50;50,48;2,33;-2,20;346.746.613,48
JPSA3;29,38;0,39;9,87;1,42;0,36;54,63;47,40;37,51;7,81;13,74;5,94;1,08;3,70;2,46;-0,46;2,82;14,41;3,61;1,47;0,25;0,51;0,10;1,23;;9.872.905,82;20,67;2,98;0,06;2.568.121.664,28
JSLG3;9,84;1,38;14,16;2,18;0,48;-551,67;309,99;306,17;13,99;25,55;11,59;1,80;43,36;2,41;-0,74;2,29;15,37;3,38;2,60;0,22;0,78;0,01;-13,95;22,94;6.918.044,36;4,50;0,69;-0,73;2.749.512.385,96
KEPL3;45,26;4,38;18,83;2,11;1,20;22,36;10,16;7,83;14,52;10,48;-4,06;-0,59;1,47;4,81;-3,45;1,62;11,19;6,36;11,17;0,57;0,43;0,81;-1,00;61,09;10.386.400,15;21,41;2,40;0,97;1.370.042.108,70
KLBN11;24,84;;12,96;5,22;0,73;39,63;27,42;15,46;7,31;12,24;4,92;3,52;2,00;3,35;-1,10;2,79;40,32;5,62;8,48;0,14;0,83;0,36;16,01;;149.956.080,85;4,75;1,91;-0,07;27.954.634.353,86
KLBN3;6,02;;15,75;6,35;0,88;39,63;27,42;15,46;8,88;12,24;4,92;3,52;2,44;4,07;-1,34;2,79;40,32;5,62;8,48;0,14;0,83;0,36;16,01;;1.395.762,70;0,95;0,38;-0,09;27.954.634.353,86
KLBN4;4,69;;12,27;4,95;0,69;39,63;27,42;15,46;6,92;12,24;4,92;3,52;1,90;3,17;-1,04;2,79;40,32;5,62;8,48;0,14;0,83;0,36;16,01;;5.181.671,85;0,95;0,38;-0,07;27.954.634.353,86
KRSA3;8,07;;254,97;14,52;2,10;28,61;17,79;5,36;76,80;93,14;16,34;3,09;13,66;12,81;-3,22;1,89;5,69;0,82;3,46;0,14;0,85;0,15;;;5.509.854,75;0,56;0,03;;5.742.639.591,30
LAME3;5,06;4,25;17,60;1,46;0,22;33,36;4,66;2,19;8,28;12,41;3,91;0,69;0,39;0,71;-0,55;2,05;8,31;1,25;3,19;0,15;0,63;0,57;3,50;37,33;42.810.347,45;3,46;0,29;-2,23;9.809.376.416,18
LAME4;5,29;4,07;18,36;1,53;0,23;33,36;4,66;2,19;8,64;12,41;3,91;0,69;0,40;0,75;-0,57;2,05;8,31;1,25;3,19;0,15;0,63;0,57;3,50;37,33;207.699.819,76;3,46;0,29;-2,32;9.809.376.416,18
LAND3;14,29;;-179,12;2,04;1,49;-21,52;-231,16;-157,61;-122,12;-129,88;-7,75;0,13;282,30;-19,38;-1,54;0,31;-1,14;-0,83;-1,70;0,73;0,27;0,01;;;960.124,38;7,01;-0,08;;1.367.385.130,02
LAVV3;6,55;1,58;7,88;1,06;0,75;41,76;32,20;28,98;7,09;3,31;-3,78;-0,57;2,28;1,23;-3,03;5,24;13,49;9,48;12,57;0,70;0,25;0,33;;;8.864.432,76;6,17;0,83;0,03;1.388.647.378,44
LCAM3;24,40;1,49;22,15;2,72;0,89;29,45;19,65;11,05;12,46;17,40;5,03;1,10;2,45;164,34;-1,11;1,03;12,28;4,01;6,89;0,33;0,67;0,36;51,17;83,45;79.090.883,58;8,97;1,10;0,18;12.260.378.805,10
LEVE3;34,25;2,73;9,97;2,79;1,61;29,41;18,17;13,75;7,54;7,40;-0,05;-0,02;1,37;5,75;-3,57;2,05;27,95;16,18;27,06;0,58;0,42;1,18;-0,25;-6,62;16.797.566,42;12,24;3,42;0,04;4.261.125.285,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LIGT3;14,00;3,15;9,83;0,62;0,18;22,67;13,83;3,69;2,62;5,79;3,17;0,75;0,36;0,88;-0,30;2,23;6,34;1,87;8,20;0,29;0,71;0,51;3,68;78,83;23.958.680,09;22,50;1,43;-0,17;5.238.127.855,44
LINX3;37,40;1,51;-90,95;4,38;2,74;68,70;-4,79;-8,67;-164,48;-159,30;5,18;-0,14;7,88;11,96;-4,82;2,14;-4,81;-3,02;-2,23;0,63;0,37;0,35;14,30;;105.252.650,44;8,55;-0,41;0,13;7.083.895.104,00
LIPR3;67,00;3,02;30,54;3,85;3,34;;;;33,60;29,90;-3,70;-0,42;;11,63;-5,44;3,85;12,61;10,92;10,88;0,87;0,13;0,00;;53,51;24.159,55;17,40;2,19;-1,54;788.247.563,00
LJQQ3;20,49;0,42;41,34;7,47;1,57;41,09;10,18;4,90;19,90;18,69;-1,11;-0,42;2,03;4,51;-5,41;1,96;18,06;3,80;17,27;0,21;0,79;0,78;;;41.199.945,03;2,74;0,49;0,22;3.755.169.893,45
LLIS3;2,75;;-0,10;1,03;0,09;46,63;-67,48;-270,22;-0,39;-3,78;-3,39;8,85;0,27;1,32;-0,12;1,38;-1.046,39;-89,50;-28,12;0,09;0,91;0,33;-12,82;;4.851.275,70;2,66;-27,80;0,00;187.274.254,88
LOGG3;25,20;1,29;8,95;0,79;0,55;98,73;285,54;196,79;6,17;7,52;1,36;0,18;17,61;4,75;-0,68;2,47;8,86;6,16;7,25;0,69;0,30;0,03;8,78;52,67;11.360.934,48;31,79;2,82;0,05;2.569.302.723,10
LOGN3;15,84;;10,57;4,21;0,77;21,50;18,59;12,49;7,10;10,45;3,36;1,99;1,32;3,22;-1,33;2,33;39,80;7,31;11,50;0,18;0,82;0,59;4,71;;9.966.604,94;3,77;1,50;-0,05;1.679.699.082,24
LPSB3;3,53;;27,13;2,82;1,31;85,36;30,82;9,00;7,92;5,85;-2,00;-0,71;2,44;5,12;-2,35;2,40;10,41;4,84;29,88;0,47;0,55;0,54;-3,97;;3.672.507,21;1,25;0,13;-0,12;512.014.569,57
LREN3;38,95;0,95;111,75;3,75;1,87;56,35;5,60;3,51;69,93;65,41;-4,45;-0,24;3,92;4,58;-5,20;2,74;3,35;1,67;3,49;0,50;0,50;0,48;4,17;13,62;325.164.035,76;10,40;0,35;-1,40;34.691.389.053,75
LTEL3B;86,61;2,02;13,82;5,80;5,51;;;;13,75;13,62;-0,13;-0,05;;672,26;-5,85;1,16;41,95;39,87;42,02;0,95;0,05;0,00;;;;14,94;6,27;-0,53;18.664.056.853,83
LUPA3;5,15;;1,97;1,24;0,30;24,49;3,88;102,37;52,10;91,39;39,29;0,94;2,02;1,31;-0,50;2,40;62,83;15,31;-0,16;0,24;0,76;0,15;-27,27;;14.406.292,79;4,15;2,61;-0,01;144.666.721,08
LUXM3;0,00;;0,00;0,00;0,00;27,28;15,78;10,44;0,00;12,44;-0,06;-0,01;0,00;0,00;0,00;1,81;12,16;7,73;11,45;0,64;0,36;0,74;7,04;-0,09;;18,54;2,25;0,00;220.392.900,00
LUXM4;76,29;2,11;33,85;4,12;2,62;27,28;15,78;10,44;22,40;12,44;-0,06;-0,01;3,53;23,82;-3,47;1,81;12,16;7,73;11,45;0,64;0,36;0,74;7,04;-0,09;16.384,40;18,54;2,25;-1,83;220.392.900,00
LVTC3;20,66;;24,23;7,99;1,22;29,74;13,95;6,75;11,73;17,39;5,73;3,91;1,64;204,25;-2,45;1,01;33,00;5,04;11,59;0,15;0,85;0,75;;;18.473.133,50;2,58;0,85;;1.316.575.069,11
LWSA3;22,76;0,14;1.121,23;4,54;3,33;44,31;6,57;1,96;334,14;290,12;-44,02;-0,60;21,94;7,31;-7,98;4,54;0,40;0,30;0,83;0,73;0,27;0,15;;;158.404.661,58;5,02;0,02;-45,44;13.171.252.318,48
MAPT3;37,00;;-220,77;-5,79;43,98;;;;-222,22;-251,93;0,00;;;-3.090,83;-43,98;0,00;-2,62;-19,92;2,60;-7,60;8,60;0,00;;;14.800,00;-6,39;-0,17;13,54;38.545.982,60
MAPT4;46,79;;-279,19;-7,32;55,62;;;;-281,01;-251,93;0,00;;;-3.908,65;-55,62;0,00;-2,62;-19,92;2,60;-7,60;8,60;0,00;;;49.947,11;-6,39;-0,17;17,12;38.545.982,60
MATD3;19,30;;67,48;4,61;2,80;37,96;22,05;12,54;38,37;32,13;-6,18;-0,74;8,46;4,50;-10,11;7,08;6,84;4,15;7,22;0,61;0,39;0,33;;;16.785.250,33;4,18;0,29;;6.877.455.891,41
MBLY3;11,91;;-19,73;1,86;1,39;39,76;-6,95;-9,09;-25,81;-18,60;7,20;-0,52;1,79;2,15;-7,81;4,62;-9,44;-7,02;-6,47;0,74;0,26;0,77;;;3.768.123,94;6,39;-0,60;-0,24;1.267.229.857,60
MDIA3;31,76;1,76;17,01;1,62;1,04;28,97;6,38;8,77;23,37;23,88;0,59;0,04;1,49;3,78;-1,79;2,97;9,54;6,13;4,44;0,64;0,36;0,70;9,43;4,81;35.252.904,58;19,53;1,86;-2,06;10.624.260.000,00
MDNE3;7,51;;10,05;0,61;0,27;30,82;9,15;9,01;9,89;9,85;-0,04;0,00;0,91;1,18;-0,48;2,20;6,08;2,73;4,39;0,45;0,55;0,30;-8,09;;2.890.289,58;12,31;0,75;-0,07;637.669.406,25
MEAL3;3,48;;-12,67;0,86;0,37;29,25;-4,11;-5,62;-17,34;-19,95;-2,67;0,13;0,71;3,06;-0,50;1,82;-6,79;-2,90;-4,18;0,43;0,57;0,52;-6,51;;15.203.717,55;4,06;-0,28;0,15;993.702.269,10
MELK3;5,06;0,13;23,75;0,90;0,57;22,74;7,50;7,24;22,92;10,47;-12,45;-0,49;1,72;0,95;-4,97;3,08;3,79;2,39;2,62;0,63;0,34;0,33;;;3.126.074,91;5,59;0,21;-1,56;1.081.440.573,20
MERC3;25,67;;88,96;1,86;1,43;80,04;12,60;10,17;71,80;53,96;;;9,04;5,22;-2,50;2,80;2,09;1,61;;0,77;0,23;0,16;-30,32;;15.952,86;13,78;0,29;-1,70;347.444.218,55
MERC4;11,00;4,70;38,12;0,80;0,61;80,04;12,60;10,17;30,77;53,96;;;3,88;2,24;-1,07;2,80;2,09;1,61;;0,77;0,23;0,16;-30,32;;5.435,80;13,78;0,29;-0,73;347.444.218,55
MGEL3;19,13;;0,50;-0,27;0,24;16,83;27,74;30,24;0,55;3,88;3,38;;0,15;0,60;-0,71;2,42;-53,15;47,10;42,98;-0,89;1,89;1,56;5,03;;;-71,91;38,22;0,00;101.231.443,99
MGEL4;16,85;;0,44;-0,23;0,21;16,83;27,74;30,24;0,48;3,88;3,38;;0,13;0,53;-0,63;2,42;-53,15;47,10;42,98;-0,89;1,89;1,56;5,03;;215.843,29;-71,91;38,22;0,00;101.231.443,99
MGLU3;18,86;0,22;161,11;17,29;5,01;25,37;4,13;2,19;85,27;85,62;0,39;0,08;3,52;27,42;-13,84;1,40;10,73;3,11;14,60;0,29;0,71;1,42;26,58;;516.821.368,58;1,09;0,12;1,45;125.136.128.400,00
MILS3;7,13;1,47;49,84;1,63;1,21;46,02;11,96;5,94;24,75;23,08;-1,64;-0,11;2,96;4,37;-2,00;3,38;3,27;2,43;3,47;0,74;0,26;0,41;-2,55;;11.940.368,88;4,37;0,14;-0,25;1.805.528.106,80
MLAS3;8,75;;15,04;3,94;1,35;33,41;14,78;12,85;13,08;14,76;1,68;0,50;1,93;3,12;-14,47;1,91;26,17;8,97;16,47;0,34;0,66;0,70;;;54.417.819,35;2,23;0,58;;7.220.745.180,00
MMXM3;14,00;;-2,17;-0,11;0,71;;;;-181,31;-719,57;-538,27;;;-0,10;-0,75;0,01;-4,97;-32,75;0,28;-6,58;7,60;0,00;-6,95;;6.294.058,38;-129,88;-6,46;0,03;90.834.562,00
MNDL3;62,95;;4,27;-1,13;0,12;36,42;13,15;5,40;1,75;4,75;3,00;;0,23;-0,24;-0,18;0,38;-26,57;2,92;57,77;-0,11;1,11;0,54;4,94;;130.387,97;-52,00;13,81;-0,02;146.310.537,40
MNPR3;11,15;;21,83;-0,22;0,32;25,02;13,68;1,28;2,05;2,06;0,02;;0,28;-0,20;-0,58;0,22;-0,99;1,48;-7,65;-1,49;2,49;1,15;4,62;;700.572,85;-52,24;0,52;-0,19;79.521.120,00
